الجامعات,المدينة,التخصصات,الحقل,الحد الادنى ,الحد التنافسي لسنة 2020,الحد التنافسي لسنة 2021,الحد التنافسي لسنة 2022,الحد التنافسي لسنة 2023,الحد التنافسي لسنة 2024,الحد التنافسي المتوقع,عدد ساعات التخصص,سعر الساعة للتنافسي,سعر الساعة الموازي,عدد سنوات الدراسة,التكلفة الكليه(تنافس),التكلفة الكليه(موازي),تدريب ميداني,نسبة العملي,تقييم صعوبة التخصص,حالة سوق العمل,وصف للتخصص,نوع الجامعة
جامعة الطفيلة التقنية,الطفيلة,الأحصاء التطبيقي,العلوم والتكنلوجيا,65,76,77.16,79.1,77.55,76,77.162,132.00,20.00,40.00,4,2640.00,5280.00,0,1,3,1,استخدام الإحصاء لتحليل البيانات ودعم اتخاذ القرار.,1
جامعة الطفيلة التقنية,الطفيلة,اللغة الأنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,65,84.2,77.65,65,85.4,75.45,132.00,16.00,35.00,4,2112.00,4620.00,0,1,2,1,دراسة اللغة الإنجليزية وقواعدها وأدبها وتحليل النصوص.,1
جامعة الطفيلة التقنية,الطفيلة,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,65,82.7,75.25,66.9,74.4,72.85,132.00,16.00,35.00,4,2112.00,4620.00,1,1,2,1,دراسة اللغة العربية وقواعدها وأدبها ونصوصها.,1
جامعة الطفيلة التقنية,الطفيلة,التربية الخاصة,اللغات والعلوم الأجتماعية,65,65,65,65,65,77.3,67.46,132.00,16.00,30.00,4,2112.00,3960.00,0,3,3,2,تعليم ودعم الأشخاص من ذوي الاحتياجات الخاصة.,1
جامعة الطفيلة التقنية,الطفيلة,إدارة األعمال,الأعمال,65,65,65,71.6,65.1,79.45,69.23,132.00,16.00,40.00,4,2112.00,5280.00,0,1,3,1,إدارة وتنظيم أعمال الشركات واتخاذ القرارات الإدارية.,1
جامعة الطفيلة التقنية,الطفيلة,المحاسبة,الأعمال,65,65,65.1,71.5,65.05,81.5,69.63,132.00,16.00,40.00,4,2112.00,5280.00,0,1,3,1,تنظيم وتسجيل العمليات المالية وإعداد التقارير والحسابات.,1
جامعة الطفيلة التقنية,الطفيلة,العلوم المالية والمصرفية,الأعمال,65,65,65.2,69.3,69.3,73.4,68.44,132.00,16.00,40.00,4,2112.00,5280.00,1,1,3,1,دراسة البنوك والاستثمار وإدارة الأموال والخدمات المصرفية.,1
جامعة البلقاء التطبيقية,السلط,دكتور في الطب,صحي,90,97,98.4,93.9,94.95,96.8,96.21,257.00,100.00,200.00,6,25700.00,51400.00,1,4,4,2,تشخيص الأمراض وعلاج المرضى والعمل في المستشفيات والعيادات.,1
جامعة البلقاء التطبيقية,السلط,التحاليل الطبية,صحي,70,87.9,94,84.6,87.95,91.8,89.25,136.00,35.00,55.00,4,4760.00,7480.00,1,4,3,2,إجراء الفحوصات المخبرية لتحليل العينات وتشخيص الأمراض.,1
جامعة البلقاء التطبيقية,السلط,هندسة المواد,هندسي,80,80,85.7,80.05,81.2,80,81.39,160.00,40.00,60.00,4,6400.00,9600.00,1,3,4,1,دراسة وتطوير المواد وخصائصها واستخداماتها الصناعية.,1
جامعة البلقاء التطبيقية,السلط,الهندسة الكهربائية,هندسي,80,80.9,89.55,80.27,80.02,82.3,82.608,160.00,45.00,60.00,4,7200.00,9600.00,1,3,4,1,تصميم وتشغيل أنظمة الكهرباء والطاقة.,1
جامعة البلقاء التطبيقية,السلط,الهندسة الميكانيكية,هندسي,80,80,88.9,80.1,80,81.1,82.02,160.00,30.00,60.00,4,4800.00,9600.00,1,3,4,1,تصميم وصيانة الآلات والأنظمة الميكانيكية.,1
جامعة البلقاء التطبيقية,السلط,هندسة الأتوترونكس,هندسي,80,80,88.9,80,80,83.75,82.53,160.00,30.00,60.00,4,4800.00,9600.00,1,3,4,2,دمج الميكانيك والكهرباء والإلكترونيات في أنظمة السيارات الحديثة.,1
جامعة البلقاء التطبيقية,السلط,الهندسة المدنية,هندسي,80,86.7,93.6,80.05,80.05,83.7,84.82,160.00,30.00,80.00,4,4800.00,12800.00,1,3,3,1,تصميم وبناء الطرق والجسور والمباني.,1
جامعة البلقاء التطبيقية,السلط,نظم المعلومات الحاسوبية,العلوم والتكنلوجيا,65,65,83.1,78.05,77.05,88.8,78.4,132.00,35.00,60.00,4,4620.00,7920.00,1,3,3,2,إدارة أنظمة المعلومات وقواعد البيانات داخل المؤسسات.,1
جامعة البلقاء التطبيقية,السلط,هندسة البرمجيات,العلوم والتكنلوجيا,65,76.3,88.4,80.45,83.85,89.8,83.76,160.00,45.00,80.00,4,7200.00,12800.00,1,3,3,2,تصميم وتطوير البرمجيات والتطبيقات بطريقة منظمة.,1
جامعة البلقاء التطبيقية,السلط,علم الحاسوب,العلوم والتكنلوجيا,65,71.1,88.7,79.5,82.7,93.1,83.02,132.00,35.00,60.00,4,4620.00,7920.00,1,3,3,2,دراسة البرمجة والخوارزميات وتطوير الأنظمة والتطبيقات الحاسوبية.,1
جامعة البلقاء التطبيقية,السلط,أمن المعلومات والفضاء الألكتروني,العلوم والتكنلوجيا,65,68.8,89.2,79.35,78.25,89.15,80.95,132.00,60.00,80.00,4,7920.00,10560.00,1,3,3,2,حماية الشبكات والأنظمة والمعلومات من الاختراق والهجمات الإلكترونية.,1
جامعة البلقاء التطبيقية,السلط,علم البيانات,العلوم والتكنلوجيا,65,65,81.2,77.85,74.6,90.6,77.85,132.00,60.00,80.00,4,7920.00,10560.00,1,3,4,2,تحليل البيانات واستخراج معلومات مفيدة لاتخاذ القرارات.,1
جامعة البلقاء التطبيقية,السلط,الفيزياء,العلوم والتكنلوجيا,65,65,86.3,69.3,69.05,77.7,73.47,132.00,45.00,50.00,4,5940.00,6600.00,1,2,4,0,دراسة قوانين الطبيعة مثل الحركة والطاقة والكهرباء.,1
جامعة البلقاء التطبيقية,السلط,الكيمياء,العلوم والتكنلوجيا,65,76.6,89.6,77.05,76.65,80.95,80.17,132.00,45.00,50.00,4,5940.00,6600.00,1,3,3,1,دراسة المواد وتفاعلاتها وخصائصها واستخداماتها.,1
جامعة البلقاء التطبيقية,السلط,الرسم الحاسوبي والرسوم المتحركة,العلوم والتكنلوجيا,65,65,84.5,75.25,69.65,88.6,76.6,132.00,50.00,75.00,4,6600.00,9900.00,1,3,3,2,إنشاء رسومات وتصاميم رقمية وتحريك الشخصيات والرسوم المتحركة.,1
جامعة البلقاء التطبيقية,السلط,إدارة موارد المياه والبيئة,العلوم والتكنلوجيا,65,65,65.5,68.7,65,81.6,69.16,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,إدارة الموارد المائية وحماية البيئة من التلوث.,1
جامعة البلقاء التطبيقية,السلط,التقنيات الحيوية الزراعية,العلوم والتكنلوجيا,65,65,73.1,72.5,65.3,79.75,71.13,132.00,30.00,45.00,4,3960.00,5940.00,1,3,4,1,استخدام التقنيات الحيوية لتحسين المحاصيل الزراعية وزيادة الإنتاج.,1
جامعة البلقاء التطبيقية,السلط,التغذية والتصنيع الغذائي,العلوم والتكنلوجيا,65,76.3,91.3,82.3,85.5,92.75,85.63,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,دراسة التغذية وإنتاج وتصنيع الأغذية بشكل صحي وآمن.,1
جامعة البلقاء التطبيقية,السلط,إنتاج ووقاية النبات,العلوم والتكنلوجيا,65,65,65.2,68.1,65,80.9,68.84,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,إنتاج المحاصيل الزراعية وحمايتها من الأمراض والآفات.,1
جامعة البلقاء التطبيقية,السلط,إدارة المكتبات والمعلومات,اللغات والعلوم الأجتماعية,65,66.6,82.7,77.95,77.95,86.15,78.27,132.00,30.00,55.00,4,3960.00,7260.00,1,2,3,2,تنظيم وإدارة المكتبات والمعلومات باستخدام الأساليب والتقنيات الحديثة.,1
جامعة البلقاء التطبيقية,السلط,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,78.4,87.7,83.05,84.1,91.35,84.92,132.00,20.00,35.00,4,2640.00,4620.00,0,1,2,1,دراسة اللغة العربية وقواعدها وأدبها ونصوصها.,1
جامعة البلقاء التطبيقية,السلط,اللغة الأنجليزية وادابه,اللغات والعلوم الأجتماعية,65,89.7,95.1,87,87.4,92.1,90.26,132.00,25.00,45.00,4,3300.00,5940.00,0,1,2,1,دراسة اللغة الإنجليزية وقواعدها وأدبها وتحليل النصوص.,1
جامعة البلقاء التطبيقية,السلط,التربية الخاصة,اللغات والعلوم الأجتماعية,65,65,66.4,71.11,71.11,81.95,71.114,132.00,25.00,35.00,4,3300.00,4620.00,1,3,3,2,تعليم ودعم الأشخاص من ذوي الاحتياجات الخاصة.,1
جامعة البلقاء التطبيقية,السلط,علم النفس التطبيقي,اللغات والعلوم الأجتماعية,65,65,76.7,77.85,71.07,81.8,74.484,132.00,35.00,50.00,4,4620.00,6600.00,1,3,3,2,دراسة السلوك البشري وتطبيقه في المجالات النفسية والتعليمية.,1
جامعة البلقاء التطبيقية,السلط,الارشاد النفسي والتربوي,اللغات والعلوم الأجتماعية,65,67.4,82.7,79.9,77.85,84.05,78.38,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,تقديم الدعم والإرشاد النفسي والتربوي للطلاب والأفراد.,1
جامعة البلقاء التطبيقية,السلط,القانون,القانون والعلوم الشرعية,65,83.4,94.5,88.75,90.35,92.5,89.9,141.00,45.00,60.00,4,6345.00,8460.00,0,1,3,1,دراسة القوانين والأنظمة وتنظيم العلاقات بين الأفراد والمؤسسات.,1
جامعة البلقاء التطبيقية,السلط,التسويق,الأعمال,65,68.7,86.7,82.5,84.05,89.35,82.26,132.00,35.00,55.00,4,4620.00,7260.00,0,1,3,2,دراسة تسويق المنتجات والخدمات وتحليل السوق وجذب العملاء.,1
جامعة البلقاء التطبيقية,السلط,إدارة الأعمال,الأعمال,65,78.8,86.7,81.6,82.3,89,83.68,132.00,35.00,55.00,4,4620.00,7260.00,0,1,3,1,إدارة وتنظيم الشركات واتخاذ القرارات الإدارية.,1
جامعة البلقاء التطبيقية,السلط,نظم المعلومات المحاسبية,الأعمال,65,68,83.8,80.95,81,89.1,80.57,132.00,35.00,55.00,4,4620.00,7260.00,1,3,3,2,إدارة وتسجيل العمليات المحاسبية باستخدام نظم المعلومات.,1
جامعة البلقاء التطبيقية,السلط,الأقتصاد,الأعمال,65,65,83.6,79.4,78.45,86.5,78.59,132.00,35.00,55.00,4,4620.00,7260.00,0,1,3,1,دراسة الإنتاج والاستهلاك والأسواق والمال.,1
جامعة البلقاء التطبيقية,السلط,المحاسبة,الأعمال,65,81.1,90.1,84.1,84.1,93.85,86.65,132.00,35.00,55.00,4,4620.00,7260.00,0,1,3,1,تنظيم وتسجيل العمليات المالية وإعداد التقارير والحسابات.,1
جامعة البلقاء التطبيقية,السلط,تخطيط وادارة المشاريع,الأعمال,65,70.1,83,81.35,80.75,89.8,81,132.00,35.00,55.00,4,4620.00,7260.00,0,1,3,1,تخطيط وتنفيذ المشاريع ومتابعة الموارد والجدول الزمني.,1
جامعة البلقاء التطبيقية,الزرقاء,التحاليل الطبية,صحي,70,85,89.6,81.9,82.9,88.85,85.65,136.00,35.00,55.00,4,4760.00,7480.00,1,4,3,2,إجراء الفحوصات المخبرية لتحليل العينات وتشخيص الأمراض.,1
جامعة البلقاء التطبيقية,الزرقاء,التغذية والتصنيع الغذائي,العلوم والتكنلوجيا,65,76.3,89.2,81.25,83.1,92.45,84.46,132.00,35.00,55.00,4,4620.00,7260.00,1,3,3,2,دراسة التغذية وإنتاج وتصنيع الأغذية بشكل صحي وآمن.,1
جامعة البلقاء التطبيقية,الحصن,الهندسة الكيميائية,هندسي,65,80,87,80.05,80.4,80,81.49,160.00,30.00,60.00,4,4800.00,9600.00,1,3,4,1,تحويل المواد الخام إلى منتجات عبر عمليات صناعية كيميائية.,1
جامعة البلقاء التطبيقية,الحصن,الهندسة الميكانيكية,هندسي,80,80,83.95,81.95,80.25,80.2,81.27,160.00,30.00,60.00,4,4800.00,9600.00,1,3,4,1,تصميم وصيانة الآلات والأنظمة الميكانيكية.,1
جامعة البلقاء التطبيقية,الحصن,الهندسة الكهربائية,هندسي,80,80,85,80,80,80,81,160.00,30.00,60.00,4,4800.00,9600.00,1,3,4,1,تصميم وتشغيل أنظمة الكهرباء والطاقة.,1
جامعة البلقاء التطبيقية,الحصن,الهندسة المدنية,هندسي,80,80,86,81.5,80.95,80.6,81.81,160.00,30.00,60.00,4,4800.00,9600.00,1,3,3,1,بناء وتصميم الطرق والجسور والمباني.,1
جامعة البلقاء التطبيقية,الحصن,علم الحاسوب,العلوم والتكنلوجيا,65,65.5,80.4,75.9,75.75,84.05,76.32,132.00,35.00,60.00,4,4620.00,7920.00,1,3,3,2,تعلم البرمجة وتطوير البرامج والتطبيقات الحاسوبية.,1
جامعة البلقاء التطبيقية,عجلون,الرياضيات,العلوم والتكنلوجيا,65,65,78.9,69.65,65,76.2,70.95,132.00,45.00,50.00,4,5940.00,6600.00,0,1,4,1,دراسة الأرقام والمعادلات وتطبيقاتها العلمية.,1
جامعة البلقاء التطبيقية,عجلون,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,65,79.4,76.2,70.85,76.1,73.51,132.00,25.00,35.00,4,3300.00,4620.00,0,1,2,1,دراسة اللغة العربية وقواعدها وأدبها ونصوصها.,1
جامعة البلقاء التطبيقية,عجلون,اللغة الأنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,65,84.2,77.65,65,85.4,75.45,132.00,25.00,35.00,4,3300.00,4620.00,0,1,2,1,دراسة اللغة الإنجليزية وقواعدها وأدبها وتحليل النصوص.,1
جامعة البلقاء التطبيقية,عجلون,الأرشاد النفسي والتربوي,اللغات والعلوم الأجتماعية,65,65,74.1,69.55,72.01,79.4,72.012,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,تقديم الدعم والإرشاد النفسي والتربوي للطلاب والأفراد.,1
جامعة البلقاء التطبيقية,عجلون,الدراسات الأسلامية التطبيقية,القانون والعلوم الشرعية,65,75,75.1,75.6,76.1,75.2,75.4,132.00,25.00,35.00,4,3300.00,4620.00,0,1,2,1,دراسة العلوم الإسلامية وتطبيقاتها في الحياة اليومية والمجتمع.,1
جامعة البلقاء التطبيقية,الشوبك,انتاج ووقاية النبات,العلوم والتكنلوجيا,65,65,66.6,65.5,66.15,65.15,65.68,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,إنتاج المحاصيل الزراعية وحمايتها من الأمراض والآفات.,1
جامعة البلقاء التطبيقية,العقبة,إدارة الفنادق,الأعمال,65,65,65.5,65,65.45,77.6,67.71,132.00,35.00,55.00,4,4620.00,7260.00,1,3,3,2,إدارة وتشغيل الفنادق وخدمات الضيافة وتنظيم العمل داخلها.,1
جامعة البلقاء التطبيقية,العقبة,ادارة الشحن والتخليص,الأعمال,65,65,65.1,72.75,68.7,77.45,69.8,132.00,40.00,60.00,4,5280.00,7920.00,1,3,3,2,تنظيم وإدارة الشحن والتخليص الجمركي للبضائع.,1
جامعة البلقاء التطبيقية,الموقر,الاسعاف  الطبي المتخصص,صحي,65,74.4,82,77.65,76.2,85.6,79.17,132.00,40.00,65.00,4,5280.00,8580.00,1,4,4,2,تقديم الرعاية الطبية الطارئة والمتخصصة للمرضى والمصابين.,1
جامعة البلقاء التطبيقية,الموقر,الهندسة الميكانيكية,هندسي,80,80,83,81.3,80.1,80.05,80.89,160.00,40.00,60.00,4,6400.00,9600.00,1,3,4,1,تصميم وصيانة الآلات والأنظمة الميكانيكية.,1
جامعة البلقاء التطبيقية,الموقر,إدارة الكوارث والأزمات,الأعمال,65,65,77,74.75,71.4,80.45,73.72,132.00,30.00,45.00,4,3960.00,5940.00,1,3,3,2,تخطيط وإدارة الكوارث والأزمات والطوارئ في المؤسسات والمجتمع.,1
جامعة العلوم الاسلامية العالمية,عمان,علم الحاسوب,العلوم والتكنلوجيا,65,65,80.8,77.5,78.4,86.05,77.55,132.00,,,4,0.00,0.00,1,3,3,2,تعلم البرمجة وتطوير الأنظمة والتطبيقات الحاسوبية.,0
جامعة العلوم الاسلامية العالمية,عمان,هندسة البرمجيات,العلوم والتكنلوجيا,65,73.3,84.7,78.55,77.2,83.55,79.46,160.00,,,4,0.00,0.00,1,3,3,2,تصميم وتطوير البرمجيات بطريقة منظمة لضمان الجودة والكفاءة.,0
جامعة العلوم الاسلامية العالمية,عمان,نظم شبكات الحاسوب,العلوم والتكنلوجيا,65,65,77.1,71.7,71.6,80.05,73.09,132.00,,,4,0.00,0.00,1,3,3,2,إعداد وتشغيل شبكات الحاسوب وربط الأجهزة والأنظمة.,0
جامعة العلوم الاسلامية العالمية,عمان,أمن وسرية الشبكات والمعلومات,العلوم والتكنلوجيا,65,65,82.2,76.85,75.35,81.25,76.13,132.00,,,4,0.00,0.00,1,3,3,2,حماية الشبكات والمعلومات من الاختراق وضمان سرية البيانات.,0
جامعة العلوم الاسلامية العالمية,عمان,الأرشاد والصحة النفسية,اللغات والعلوم الأجتماعية,65,73,84.5,77.3,79.3,81.55,79.13,132.00,,,4,0.00,0.00,1,3,3,2,تقديم الدعم والإرشاد النفسي والصحي للطلاب والأفراد.,0
جامعة العلوم الاسلامية العالمية,عمان,التربية الخاصة,اللغات والعلوم الأجتماعية,65,70.2,81.9,74.85,75.65,81.6,76.84,132.00,,,4,0.00,0.00,1,3,3,2,تعليم ودعم الأشخاص من ذوي الاحتياجات الخاصة.,0
جامعة العلوم الاسلامية العالمية,عمان,معلم الصف,اللغات والعلوم الأجتماعية,65,74.4,83.1,77.1,81.3,86.65,80.51,132.00,,,4,0.00,0.00,1,2,2,2,تدريس جميع المواد الأساسية لطلاب المرحلة الابتدائية.,0
جامعة العلوم الاسلامية العالمية,عمان,اللغة الأنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,83.9,91.9,82.95,86.65,87.7,86.62,132.00,,,4,0.00,0.00,0,1,2,1,دراسة اللغة الإنجليزية وقواعدها وأدبها وتحليل النصوص.,0
جامعة العلوم الاسلامية العالمية,عمان,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,74.1,88.3,82.65,78.75,82.05,81.17,132.00,,,4,0.00,0.00,0,1,2,1,دراسة اللغة العربية وقواعدها وأدبها ونصوصها.,0
جامعة العلوم الاسلامية العالمية,عمان,إدارة الأعمال,الأعمال,65,71.7,84.8,78.6,75.8,81.65,78.51,132.00,,,4,0.00,0.00,0,1,3,1,إدارة وتنظيم الشركات واتخاذ القرارات الإدارية.,0
جامعة العلوم الاسلامية العالمية,عمان,المحاسبة,الأعمال,65,73.6,87.1,81.42,80.25,84.75,81.424,132.00,,,4,0.00,0.00,0,1,3,1,تنظيم وتسجيل العمليات المالية وإعداد التقارير والحسابات.,0
جامعة العلوم الاسلامية العالمية,عمان,نظم المعلومات الأدارية,الأعمال,65,67.1,82.9,77.25,74.2,82.2,76.73,132.00,,,4,0.00,0.00,1,3,3,2,استخدام نظم المعلومات لدعم القرارات الإدارية داخل المؤسسات.,0
جامعة العلوم الاسلامية العالمية,عمان,المصارف الأسالمية,الأعمال,65,66.3,81.5,75.5,72.75,76.85,74.58,132.00,,,4,0.00,0.00,0,1,3,1,دراسة البنوك والخدمات المالية الإسلامية وفق الشريعة الإسلامية.,0
جامعة العلوم الاسلامية العالمية,عمان,العلوم المالية والمصرفية,الأعمال,65,69.8,83.4,77.1,75.9,81.1,77.46,132.00,,,4,0.00,0.00,0,1,3,1,إدارة الأموال والبنوك والاستثمار والخدمات المصرفية.,0
جامعة العلوم الاسلامية العالمية,عمان,أصول الدين,القانون والعلوم الشرعية,75,75,81.1,75,75,76.55,76.53,132.00,,,4,0.00,0.00,0,1,3,1,دراسة أساسيات الدين الإسلامي وتعاليمه ومبادئه.,0
جامعة العلوم الاسلامية العالمية,عمان,القراءات القرآنية,القانون والعلوم الشرعية,65,75,75,75,77.3,75.9,75.64,132.00,,,4,0.00,0.00,0,1,3,1,تلاوة وتحليل القراءات المختلفة للقرآن الكريم.,0
جامعة العلوم الاسلامية العالمية,عمان,الفقه وأصوله,القانون والعلوم الشرعية,75,75,84,75.95,76.25,79.2,78.08,132.00,,,4,0.00,0.00,0,1,3,1,دراسة الفقه الإسلامي وقواعده وأصوله وتطبيقاته العملية.,0
جامعة العلوم الاسلامية العالمية,عمان,القانون,القانون والعلوم الشرعية,65,81.9,93.2,88.05,87.75,88.55,87.89,141.00,,,4,0.00,0.00,0,1,3,1,دراسة القوانين والأنظمة وتنظيم العلاقات بين الأفراد والمؤسسات.,0
جامعة العلوم الاسلامية العالمية,عمان,الفقه الحنفي,القانون والعلوم الشرعية,65,75,75.2,75.3,75.05,76.5,75.41,132.00,,,4,0.00,0.00,0,1,3,1,دراسة الفقه الحنفي وتطبيقاته وفق مذهب الإمام أبو حنيفة.,0
جامعة العلوم الاسلامية العالمية,عمان,القضاء والأفتاء,القانون والعلوم الشرعية,75,75,85.1,80.05,81.86,87.3,81.862,132.00,,,4,0.00,0.00,0,1,3,1,دراسة القضاء وإصدار الأحكام الشرعية والإفتاء.,0
جامعة العلوم الاسلامية العالمية,عمان,الفقه الشافعي,القانون والعلوم الشرعية,65,75,75,75.15,75.05,75.2,75.08,132.00,,,4,0.00,0.00,0,1,3,1,دراسة الفقه الشافعي وتطبيقاته وفق مذهب الإمام الشافعي.,0
جامعة العلوم الاسلامية العالمية,عمان,الفقه المالكي,القانون والعلوم الشرعية,65,75,75.5,75,75.3,75.35,75.23,132.00,,,4,0.00,0.00,0,1,3,1,دراسة الفقه المالكي وتطبيقاته وفق مذهب الإمام مالك.,0
جامعة العلوم الاسلامية العالمية,عمان,التاريخ والحضارة الاسلامية,القانون والعلوم الشرعية,65,65.8,80.6,77.15,74.1,78.5,75.23,132.00,,,4,0.00,0.00,0,1,3,1,دراسة التاريخ والحضارة الإسلامية وتطورها عبر العصور.,0
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
,,,,,,,,,,#DIV/0!,,,,0,0.00,0.00,,,,,,
